p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
7.91080057156e-05	0.00418307222701	GO:0016310	b	5	phosphorylation	551; 653; 669; 960; 975; 1116; 1230; 1352; 1455; 1607; 1609; 1641; 1815; 2066; 2247; 2668; 2674; 2785; 2906; 3301; 3315; 4233; 4700; 5562; 5575; 5605; 5714; 5754; 6176; 6195; 6237; 6259; 6376; 6422; 22933; 22943; 6622; 6794; 6899; 7060; 7132; 7316; 7436; 7786; 7855; 8491; 8527; 8566; 8941; 8995; 9625; 9706; 9966; 10110; 10298; 10507; 10818; 10978; 11213; 112464; 80271; 53358; 54959; 55294; 23400; 55361; 26281; 26993; 5629; 4868; 64127; 54431	ULK2; MAP4K3; PDXK; PSMD8; BPGM; RPLP1; STK11; FGF20; PRKAA1; FRS2; RRAS; CCR1; TBX1; NOD2; CHI3L1; PI4K2A; PRKCDBP; ODAM; SEMA4D; ATP13A2; RYK; PTK7; CD81; PAK4; THBS4; DGKQ; PROX1; AKAP8L; ITPKC; DCX; CDK5R2; DGKB; IRAK3; SHC3; DGKD; GNG3; NDUFA6; SIRT2; TNFSF18; DNAJC10; ERBB4; HSPB1; CD44; UBC; CSNK1G2; CX3CL1; SFRP1; PRKAR1B; NPHS1; FGF2; FZD5; RPS6KA1; BMP5; DNAJA1; SGK2; MAP2K2; CLP1; DRD4; TNFRSF1A; AVP; DKK1; VLDLR; MET; MAP3K12; GFRA1; GDNF; GRIN2D; SNCA; COX10; AATK; FBXW7; TNFSF15	2230	2224
8.26966502869e-05	0.00418307222701	GO:0006873	b	5	cellular ion homeostasis	146; 491; 551; 1230; 1649; 1815; 2247; 2697; 2780; 2785; 3934; 1233; 6622; 7137; 8943; 8996; 9709; 9843; 9900; 10110; 10518; 10568; 50617; 55584; 23315; 23400	LCN2; CCR1; CCR4; GNAT2; HERPUD1; ATP13A2; SLC9A8; CHRNA9; CIB2; SLC34A2; TNNI3; SV2A; AP3D1; DDIT3; HEPH; ATP2B2; FGF2; NOL3; SGK2; GJA1; ADRA1D; DRD4; AVP; ATP6V0A4; GNG3; SNCA	547	547
0.000106467723369	0.00473575374231	GO:0001755	b	5	neural crest cell migration	2066; 2668; 6899; 10500; 10507; 10512; 56920	SEMA3C; SEMA3G; ERBB4; TBX1; GDNF; SEMA4D; SEMA6C	53	53
0.000109226610201	0.00473575374231	GO:0045596	b	5	negative regulation of cell differentiation	19; 81; 653; 1649; 2066; 3475; 4856; 5068; 6259; 6422; 22933; 22943; 6899; 7143; 11173; 8368; 8995; 9706; 10500; 10507; 10512; 55223; 54623; 55079; 22871; 55755; 23532; 56920	RYK; TNFSF18; HIST1H4L; TBX1; SEMA4D; SEMA6C; ADAMTS7; FEZF2; PRAME; NLGN1; REG3A; ULK2; SIRT2; DDIT3; ERBB4; TNR; PAF1; SEMA3C; IFRD1; TRIM62; BMP5; SFRP1; SEMA3G; ACTN4; DKK1; ABCA1; CDK5RAP2; NOV	624	621
0.000145360399284	0.00588225082437	GO:0009891	b	5	positive regulation of biosynthetic process	19; 551; 653; 944; 975; 1649; 2034; 2066; 2247; 2668; 2692; 468; 3275; 3299; 3315; 4010; 4192; 4233; 4582; 4762; 4781; 4808; 4990; 5562; 5605; 6195; 6422; 22933; 6595; 6604; 6622; 6829; 6899; 6929; 6938; 7029; 7096; 7132; 7316; 7855; 8484; 9457; 9967; 11168; 7545; 50674; 54454; 54623; 55079; 55294; 22926; 55755; 23168; 26993; 4807; 5629; 30009; 64127	GHRHR; HSF4; TBX21; PAF1; PRKAA1; MAP2K2; TBX1; NHLH2; NHLH1; SMARCA2; MDK; THRAP3; TCF3; FEZF2; CD81; SUPT5H; SIX6; UBC; PROX1; AKAP8L; TNFSF8; FHL5; NEUROG3; NEUROG1; TCF12; ZIC1; NOD2; FBXW7; SIRT2; DDIT3; ERBB4; HSPB1; PRMT2; MUC1; SNCA; LMX1B; SFRP1; SMARCD3; RTF1; FGF2; FZD5; EPAS1; BMP5; NFIB; PSIP1; TNFRSF1A; RPS6KA1; AVP; GALR3; MET; TLR1; GDNF; ABCA1; CDK5RAP2; ATF4; ATAD2B; ATF6; TFDP2	1726	1717
0.000205032506826	0.0077784207277	GO:2000027	b	5	regulation of organ morphogenesis	1952; 2247; 2668; 2787; 4781; 5714; 5754; 6259; 6422; 22943; 6899; 7316; 7855; 10818; 55294	NFIB; SFRP1; PSMD8; PTK7; TBX1; CELSR2; FBXW7; DKK1; FZD5; GNG5; GDNF; UBC; FRS2; FGF2; RYK	246	246
0.00022938663852	0.00819045232831	GO:0050801	b	5	ion homeostasis	19; 146; 491; 551; 1230; 1649; 1815; 2034; 2247; 2697; 2780; 2785; 3934; 1233; 5562; 6622; 7137; 8943; 8996; 9709; 9843; 9900; 10110; 10518; 10568; 50617; 55584; 23315; 23400	LCN2; PRKAA1; CCR1; CCR4; GNAT2; HERPUD1; ATP13A2; SLC9A8; CHRNA9; CIB2; SLC34A2; TNNI3; SV2A; AP3D1; DDIT3; GJA1; ABCA1; HEPH; ATP2B2; FGF2; NOL3; SGK2; EPAS1; ADRA1D; DRD4; AVP; ATP6V0A4; GNG3; SNCA	683	683
0.000270811620291	0.0083585466221	GO:0034220	b	5	ion transmembrane transport	19; 81; 491; 1143; 1184; 1352; 1649; 1815; 2247; 2559; 2563; 2697; 2745; 2891; 2906; 6335; 6507; 6520; 6575; 6622; 7316; 55879; 8884; 8996; 9196; 10060; 10110; 10257; 10568; 51449; 50617; 11280; 55584; 22871; 23315; 23400; 8542; 10369	GRIA2; ABCA1; SCN9A; SLC5A6; GABRA6; PCYOX1; ATP13A2; SLC9A8; CHRNB4; CHRNA9; SLC34A2; APOL1; SCN11A; DDIT3; NLGN1; UBC; CLCN5; ABCC4; KCNAB3; GLRX; ATP2B2; FGF2; NOL3; SLC20A2; GJA1; SGK2; ACTN4; SLC3A2; DRD4; GABRQ; ATP6V0A4; ABCC9; GRIN2D; SNCA; COX10; GABRD; CACNG2; SLC1A3	1007	1005
0.000289505526071	0.0083585466221	GO:0043618	b	5	regulation of transcription from RNA polymerase II promoter in response to stress	1649; 2034; 468; 4582; 22933; 7316; 22926	SIRT2; DDIT3; EPAS1; MUC1; UBC; ATF4; ATF6	62	62
0.000293482638964	0.0083585466221	GO:0016202	b	5	regulation of striated muscle tissue development	1948; 2066; 2247; 2697; 5562; 22933; 22943; 6899; 26281	EFNB2; GJA1; ERBB4; SIRT2; PRKAA1; DKK1; TBX1; FGF2; FGF20	103	103
0.000301908321324	0.0083585466221	GO:0006915	b	5	apoptotic process	16; 81; 166; 318; 551; 653; 944; 960; 1116; 1508; 1649; 2066; 2668; 2697; 468; 3275; 3301; 3315; 3934; 4192; 4582; 4671; 5423; 5562; 6195; 6376; 6422; 22933; 6622; 6794; 6899; 7132; 7316; 7786; 7855; 8045; 8717; 8995; 8996; 9540; 9709; 9844; 9966; 10110; 10298; 10397; 10507; 10818; 79698; 57099; 50486; 347902; 9191; 55294; 23408; 23532; 27429; 64127; 54431	AES; TNFSF15; LCN2; STK11; PRKAA1; FRS2; TBX1; CTSB; POLB; CHI3L1; ZMAT4; NDRG1; SEMA4D; TNFSF18; HTRA2; MDK; HERPUD1; AVEN; FZD5; PRAME; TRADD; TNFSF8; DNAJC10; NOD2; CX3CL1; NUDT2; FBXW7; SIRT2; G0S2; DDIT3; ERBB4; HSPB1; PRMT2; CD44; MUC1; UBC; NAIP; TP53I3; SFRP1; RASSF7; DEDD; NOL3; RPS6KA1; GJA1; BMP5; DNAJA1; SGK2; ACTN4; AARS; AVP; SIRT5; MAP3K12; GDNF; SNCA; PAK4; ATF4; AMIGO2; ELMO1; TNFRSF1A	1817	1805
0.000302945676583	0.0083585466221	GO:0006820	b	5	anion transport	19; 551; 1184; 1815; 2559; 2563; 2697; 5031; 6507; 6520; 6575; 6622; 55879; 8499; 8884; 10060; 10257; 10316; 10568; 51449; 55754; 23677; 8542; 81034; 28965	AVP; SH3BP4; SLC5A6; SLC25A32; GABRA6; PPFIA2; PCYOX1; SLC34A2; TMEM30A; APOL1; ABCA1; CLCN5; SLC27A6; P2RY6; SLC20A2; GJA1; NMUR1; SLC3A2; DRD4; GABRQ; ABCC9; SNCA; ABCC4; GABRD; SLC1A3	561	561
0.000338893068874	0.00867230428796	GO:0048634	b	5	regulation of muscle organ development	1948; 2066; 2247; 2697; 5562; 22933; 22943; 6899; 26281	EFNB2; GJA1; ERBB4; SIRT2; PRKAA1; DKK1; TBX1; FGF2; FGF20	105	105
0.000348759872269	0.00867230428796	GO:0010092	b	5	specification of animal organ identity	2247; 2668; 22943; 6604; 10818	DKK1; SMARCD3; FGF2; FRS2; GDNF	30	30
0.000357178924545	0.00867230428796	GO:1903201	b	5	regulation of oxidative stress-induced cell death	468; 3315; 4233; 8996; 55294; 27429	HSPB1; MET; NOL3; ATF4; HTRA2; FBXW7	46	46
0.000404999900974	0.00899372116575	GO:0051246	b	5	regulation of protein metabolic process	16; 551; 653; 960; 975; 1116; 1230; 1294; 23142; 1815; 1992; 2066; 2247; 2692; 2697; 2785; 468; 3301; 3315; 3426; 4478; 4582; 4671; 5562; 5575; 5605; 5714; 5813; 6176; 6195; 6237; 6259; 6376; 6422; 22933; 22943; 6622; 6737; 6794; 6899; 7060; 7096; 7132; 7316; 7436; 7786; 7855; 8491; 8717; 8941; 8995; 8996; 399664; 9709; 9966; 10507; 10818; 11213; 112464; 51160; 54487; 54623; 54959; 9191; 55294; 23168; 23400; 26281; 26993; 27335; 27429; 5629; 64127; 64359; 54431	GHRHR; PSMD8; TNFSF15; RPLP1; STK11; CCR1; MAP4K3; PRKAA1; FRS2; RRAS; MSN; TBX1; NOD2; CHI3L1; PRKCDBP; ODAM; SEMA4D; HTRA2; RYK; DGCR8; HERPUD1; EIF3K; FZD5; PROX1; CD81; THBS4; ATP13A2; MAP3K12; TRADD; DEDD; AKAP8L; DNAJC10; CDK5R2; CX3CL1; IRAK3; PAF1; FBXW7; SIRT2; TNFSF18; ERBB4; HSPB1; CD44; MUC1; UBC; NAIP; TRIM21; SFRP1; DCUN1D4; RTF1; PRKAR1B; SERPINB1; MEX3D; NXN; FGF2; NOL3; RPS6KA1; GJA1; BMP5; DNAJA1; COL7A1; CFI; VLDLR; DRD4; AARS; AVP; DKK1; MAP2K2; PURA; TLR1; GNG3; SNCA; ATF4; VPS28; FGF20; TNFRSF1A	2476	2470
0.000423811083489	0.00899372116575	GO:0016055	b	5	Wnt signaling pathway	166; 1455; 1649; 1952; 2247; 2780; 5562; 5714; 5754; 6259; 6422; 22943; 6794; 7316; 7855; 8532; 54623; 55608; 23168; 27121; 64359; 261734	AES; PSMD8; PTK7; STK11; PRKAA1; CPZ; NPHP4; GNAT2; ANKRD10; RYK; FZD5; DDIT3; PAF1; CELSR2; CSNK1G2; RTF1; NXN; FGF2; SFRP1; DKK4; DKK1; UBC	477	476
0.000429425291882	0.00899372116575	GO:0051173	b	5	positive regulation of nitrogen compound metabolic process	19; 551; 653; 944; 975; 1649; 2034; 2066; 2247; 2668; 2692; 468; 3275; 3299; 4010; 4192; 4233; 4582; 4762; 4781; 4808; 4990; 5562; 5605; 6195; 6419; 6422; 22933; 6595; 6604; 6829; 6899; 6929; 6938; 7029; 7132; 7316; 7855; 8484; 9457; 9967; 11168; 7545; 50674; 54454; 54623; 55079; 55294; 22926; 55755; 23168; 26993; 4807; 5629; 30009; 64127	GHRHR; HSF4; TBX21; PAF1; PRKAA1; MAP2K2; TBX1; NHLH2; NHLH1; SMARCA2; MDK; THRAP3; SETMAR; FEZF2; CD81; SUPT5H; SIX6; UBC; PROX1; AKAP8L; TNFSF8; FHL5; NEUROG3; NEUROG1; ZIC1; NOD2; FBXW7; SIRT2; DDIT3; ERBB4; NFIB; PRMT2; MUC1; TCF12; LMX1B; TCF3; SMARCD3; RTF1; FGF2; FZD5; EPAS1; BMP5; SFRP1; PSIP1; TNFRSF1A; RPS6KA1; AVP; GALR3; MET; GDNF; ABCA1; CDK5RAP2; ATF4; ATAD2B; ATF6; TFDP2	1721	1712
0.000429683548281	0.00899372116575	GO:0046619	b	5	optic placode formation involved in camera-type eye formation	10818; 5629	PROX1; FRS2	2	2
0.000452620630929	0.00900245714793	GO:0043067	b	5	regulation of programmed cell death	16; 81; 166; 551; 653; 960; 1508; 1649; 2066; 2247; 2668; 468; 3275; 3301; 3315; 4192; 4233; 4582; 4671; 5562; 6195; 6376; 6422; 22933; 6622; 6899; 7132; 7316; 7786; 8717; 8995; 8996; 9540; 9709; 9966; 10110; 10397; 10507; 10818; 57099; 50486; 347902; 9191; 55294; 23408; 23532; 27429; 64127	AES; TNFSF15; TNFSF18; PRKAA1; FRS2; TBX1; NDRG1; SEMA4D; HTRA2; MDK; HERPUD1; AVEN; SIRT5; PRAME; TRADD; DEDD; NOD2; CX3CL1; MUC1; FBXW7; SIRT2; G0S2; DDIT3; ERBB4; HSPB1; PRMT2; CD44; CTSB; UBC; NAIP; TP53I3; SFRP1; FGF2; NOL3; RPS6KA1; BMP5; DNAJA1; SGK2; ACTN4; AARS; AVP; MET; MAP3K12; GDNF; SNCA; ATF4; AMIGO2; TNFRSF1A	1409	1406
0.000459763050389	0.00900245714793	GO:0051940	b	5	regulation of catecholamine uptake involved in synaptic transmission	1815; 2668; 6622	DRD4; GDNF; SNCA	8	8
0.000551940273034	0.0100160850105	GO:1900408	b	5	negative regulation of cellular response to oxidative stress	468; 3315; 4233; 8996; 27429	ATF4; MET; HTRA2; NOL3; HSPB1	33	33
0.000551940273034	0.0100160850105	GO:1902883	b	5	negative regulation of response to oxidative stress	468; 3315; 4233; 8996; 27429	ATF4; MET; HTRA2; NOL3; HSPB1	33	33
0.0005610327683	0.0100160850105	GO:0031644	b	5	regulation of neurological system process	551; 1143; 2906; 4856; 7143; 11343; 11280	SCN11A; TNR; AVP; MGLL; CHRNB4; GRIN2D; NOV	69	69
0.000612435726001	0.0101884914099	GO:0014032	b	5	neural crest cell development	2066; 2668; 6899; 10500; 10507; 10512; 56920	SEMA3C; SEMA3G; ERBB4; TBX1; GDNF; SEMA4D; SEMA6C	70	70
0.000613739254115	0.0101884914099	GO:0030203	b	5	glycosaminoglycan metabolic process	960; 2247; 2262; 5549; 8703; 10090; 10678; 79369; 23563; 26035; 63827	B3GNT4; BCAN; B3GNT2; CD44; FGF2; UST; GPC5; GLCE; PRELP; CHST5; B4GALT3	163	163
0.000621044781164	0.0101884914099	GO:0006023	b	5	aminoglycan biosynthetic process	2262; 5549; 8703; 10090; 10678; 79369; 23563; 26035; 63827	B3GNT4; BCAN; B3GNT2; UST; GPC5; GLCE; PRELP; CHST5; B4GALT3	114	114
0.000666666875546	0.0106491261436	GO:0051347	b	5	positive regulation of transferase activity	960; 975; 1116; 23142; 1815; 2066; 2247; 2785; 5562; 5575; 5605; 5714; 6176; 6622; 6794; 7316; 7436; 7786; 7855; 8491; 8941; 9966; 10818; 55294; 5629; 64127	MAP4K3; VLDLR; TNFSF15; RPLP1; STK11; PRKAA1; FRS2; MAP2K2; NOD2; CHI3L1; PSMD8; FZD5; CD81; PROX1; CDK5R2; FBXW7; ERBB4; CD44; SNCA; DCUN1D4; PRKAR1B; FGF2; DRD4; MAP3K12; GNG3; UBC	626	626
0.000729729880133	0.0113575906985	GO:0071675	b	5	regulation of mononuclear cell migration	653; 1230; 4856; 6376; 8995	CX3CL1; CCR1; BMP5; TNFSF18; NOV	35	35
0.000754063914394	0.0114429199009	GO:0099565	b	5	chemical synaptic transmission, postsynaptic	1143; 1815; 2559; 6376; 6622; 8416; 55584; 22871	NLGN1; ANXA9; DRD4; CHRNB4; SNCA; CX3CL1; GABRA6; CHRNA9	94	94
0.000788526394839	0.0115167795336	GO:0032268	b	5	regulation of cellular protein metabolic process	16; 551; 653; 960; 975; 1116; 1230; 1294; 23142; 1815; 1992; 2066; 2247; 2785; 468; 3301; 3315; 4478; 4582; 4671; 5562; 5575; 5605; 5714; 5813; 6176; 6195; 6237; 6259; 6376; 6422; 22933; 22943; 6622; 6737; 6794; 6899; 7060; 7132; 7316; 7436; 7786; 7855; 8491; 8717; 8941; 8995; 8996; 399664; 9709; 9966; 10507; 10818; 11213; 112464; 51160; 54487; 54623; 54959; 55294; 23168; 23400; 26281; 26993; 27335; 27429; 5629; 64127; 64359; 54431	MAP4K3; PSMD8; TNFSF15; RPLP1; STK11; PRKAA1; FRS2; RRAS; MSN; TBX1; NOD2; CHI3L1; PRKCDBP; ODAM; SEMA4D; HTRA2; RYK; DGCR8; HERPUD1; EIF3K; FZD5; CD81; THBS4; ATP13A2; MAP3K12; TRADD; PROX1; AKAP8L; DNAJC10; CDK5R2; CX3CL1; IRAK3; PAF1; FBXW7; SIRT2; TNFSF18; ERBB4; HSPB1; CD44; MUC1; UBC; NAIP; TRIM21; SFRP1; DCUN1D4; RTF1; PRKAR1B; SERPINB1; MEX3D; NXN; FGF2; NOL3; RPS6KA1; BMP5; DNAJA1; COL7A1; CCR1; VLDLR; DRD4; AARS; AVP; DKK1; MAP2K2; PURA; GNG3; SNCA; ATF4; VPS28; FGF20; TNFRSF1A	2327	2321
0.000796877661303	0.0115167795336	GO:0048675	b	5	axon extension	1641; 3475; 6259; 7143; 9706; 10500; 10507; 10512; 56920	ULK2; SEMA3C; RYK; SEMA3G; TNR; IFRD1; DCX; SEMA4D; SEMA6C	118	118
0.0010082569064	0.0142328358648	GO:0070371	b	5	ERK1 and ERK2 cascade	551; 960; 1116; 1230; 2066; 2247; 5605; 6237; 6376; 10818; 112464; 55294; 26281; 64127	ERBB4; MAP2K2; CD44; AVP; FRS2; RRAS; CCR1; CHI3L1; NOD2; CX3CL1; PRKCDBP; FGF2; FGF20; FBXW7	258	257
