p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00838679230759	0.227986024781	Chemokine signaling pathway - Homo sapiens (human)	KEGG	path:hsa04062	CCL11; VAV1; VAV3; VAV2; ADCY8; GNG12; GNB2; CDC42; CX3CL1; CXCL12; GNAI3; KRAS	10451; 114; 55970; 2773; 6376; 7409; 7410; 6356; 3845; 2783; 6387; 998	187	187
0.00849161003242	0.227986024781	Hereditary Coproporphyria (HCP)	SMPDB	SMP00342	PPOX; ALAD; UROS	210; 7390; 5498	15	15
0.00849161003242	0.227986024781	Porphyria Variegata (PV)	SMPDB	SMP00346	PPOX; ALAD; UROS	210; 7390; 5498	15	15
0.00849161003242	0.227986024781	Congenital Erythropoietic Porphyria (CEP) or Gunther Disease	SMPDB	SMP00345	PPOX; ALAD; UROS	210; 7390; 5498	15	15
0.00849161003242	0.227986024781	Acute Intermittent Porphyria	SMPDB	SMP00344	PPOX; ALAD; UROS	210; 7390; 5498	15	15
0.00849161003242	0.227986024781	Porphyrin Metabolism	SMPDB	SMP00024	PPOX; ALAD; UROS	210; 7390; 5498	15	15
0.00849161003242	0.227986024781	Sorafenib Metabolism Pathway	SMPDB	SMP00648	CYP2C8; SDF2L1; ERP29	1558; 23753; 10961	15	15
0.00849161003242	0.227986024781	Validated nuclear estrogen receptor beta network	PID	erb_genomic_pathway	NEDD8; ESR2; DDX54	2100; 79039; 4738	15	15
0.00850391921918	0.227986024781	Ribosome biogenesis in eukaryotes - Homo sapiens (human)	KEGG	path:hsa03008	BMS1; NMD3; HEATR1; RCL1; POP7; NVL; NOL6; RBM28	10248; 65083; 9790; 4931; 55127; 55131; 51068; 10171	106	100
0.00895179099801	0.234412015436	Rap1 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04015	ITGB3; PDGFD; EFNA5; VAV2; ADCY8; PRKD1; CDC42; FGF7; SIPA1L3; ANGPT1; GNAI3; FGF1; KRAS	23094; 3690; 114; 2246; 2252; 7410; 3845; 284; 2773; 1946; 80310; 5587; 998	212	212
0.00931467964059	0.238371119893	VEGFR2 mediated vascular permeability	Reactome	R-HSA-5218920	MAPKAP1; VAV1; VAV3; VAV2	10451; 7410; 79109; 7409	29	29
